x, y
4.173322987105288, 0.07188377548180923
5.7615881751112825, 0.07308014368091886
11.934582055856668, 0.07188377548180923
18.993915366397104, 0.07188377548180923
27.147813687944673, 0.0806882219107748
40.73236688587962, 0.1008287396943006
57.41640611106709, 0.16273073602499405
87.04801324607415, 0.32549540164325463
127.91677670039662, 0.6094614443529073
169.40079210458157, 0.890883463988366
201.47293799828492, 1.0860314531854645
242.96404305896502, 1.2809346206159802
291.98555063312324, 1.5875115751043807
