x, y
3.1046861128683503, 4.413142674405815
5.992772290121094, 10.234744649537854
10.180501048064205, 18.309859154929587
17.833934540772045, 29.765255350462148
27.07581163004226, 40.8450704225352
38.84476949528322, 51.73709063462808
53.79062116395611, 64.50704225352112
68.01445541975781, 73.99061176138864
82.16607867984233, 81.59624556420553
96.96752157769524, 88.73239651532239
